Tag,Location,Item,Category,Count 1,Count 2,Lab Testing,Current,Difference,Packaged Date
1A401030000AC48000015964,Safe/Connex,"Stout, Terpenes, Bulk",Extracts,481.3,,NotSubmitted,482.28,0.98,1/20/2021
1A401030000AC48000015978,Safe/Connex,"Tozmoz, Gorilla Glue, CO2 Oil, Bulk",Extracts,331.58,,NotSubmitted,330.9,-0.68,1/21/2021
1A401030000AC48000015979,Safe/Connex,"Tozmoz, Gorilla Glue, CO2 Oil, Bulk",Extracts,233.37,,NotSubmitted,234.45,1.08,1/21/2021
1A401030000AC48000016213,Safe/Connex,"ABC1, Jack The Ripper, Live Resin",Extracts,8.35,,NotSubmitted,7.46,-0.89,2/9/2021
1A401030000AC48000016459,Safe/Connex,"Tozmoz, Dream Queen, Live Resin Headsauce",Extracts,1911.11,,TestPassed,1968.49,57.38,3/4/2021
1A401030000AC48000016526,Safe/Connex,"Tozmoz, Dream Queen, Cannabis Derived Terpenes",Concentrate,115,,NotSubmitted,115.64,0.64,3/8/2021
1A401030000AC48000016854,Safe/Connex,"Tozmoz, Lemongrass, Cannabis-Derived Terpenes",Concentrate,66.44,,NotSubmitted,67.34,0.9,3/29/2021
1A401030000AC48000016855,Safe/Connex,"Tozmoz, Mangolicious, Cannabis-Derived Terpenes",Concentrate,94.77,,NotSubmitted,97.09,2.32,3/29/2021
1A401030000AC48000017047,Safe/Connex,"Private Stash, Green Apple, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),50,,TestPassed,50,0,4/8/2021
1A401030000AC48000017048,Safe/Connex,"Private Stash, Watermelon, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),119,,TestPassed,119,0,4/8/2021
1A401030000AC48000017049,Safe/Connex,"Private Stash, Green Apple, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),48,,TestPassed,48,0,4/8/2021
1A401030000AC48000017360,Lab Area,"Elysium Fields, Sherbert, Full Spectrum Cannabis Oil",Extracts,66.3,,TestPassed,92.04,25.74,4/27/2021
1A401030000AC48000017403,Packaging Area,"Private Stash, Pineapple, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),24,,TestPassed,24,0,4/29/2021
1A401030000AC48000017495,Safe/Connex,"Chocolate Hashberry, cannabis derived terpenes",Concentrate,622,,NotSubmitted,624.36,2.36,5/3/2021
1A401030000AC48000017497,Safe/Connex,"Tozmoz, Snowland, Cannabis Derived Terpenes",Concentrate,104.6,,NotSubmitted,96.85,-7.75,5/3/2021
1A401030000AC48000017661,Safe/Connex,"RXO, Purple Hindu Kush, FSCO",Concentrate,782.8,,TestPassed,974.51,191.71,5/7/2021
1A401030000AC48000017704,Packaging Area,"Private Stash, Mango, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),34,,TestPassed,34,0,5/12/2021
1A401030000AC48000017709,Packaging Area,"Private Stash, Blueberry, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),21,,TestPassed,21,0,5/12/2021
1A401030000AC48000017739,Lab Area,"Oregon Green Leaf Farms, Grandaddy Primo, CO2 Oil, Bulk",Extracts,203.9,,TestPassed,,-203.9,5/14/2021
1A401030000AC48000017886,Lab Area,VTA - 140 - Main,Concentrate,430.57,,TestPassed,,-430.57,5/24/2021
1A401030000AC48000017957,Lab Area,VTA - 141 - Main,Concentrate,3114,,TestPassed,,-3114,5/27/2021
1A401030000AC48000018127,Lab Area,"Tozmoz, Dream Queen, Live Resin Headsauce",Extracts,328.82,,NotSubmitted,,-328.82,6/8/2021
1A401030000AC48000018132,Lab Area,"Tozmoz, Sticky Buns, Cannabis Derived Terpenes",Concentrate,29.63,,NotSubmitted,,-29.63,6/8/2021
1A401030000AC48000018137,Lab Area,"Tozmoz, Sunset Sherbert, Live Resin, Headsauce",Extracts,1119.2,,NotSubmitted,,-1119.2,6/8/2021
1A401030000AC48000018142,Lab Area,"Tozmoz, Gorilla Glue, Live Resin, Headsauce",Extracts,452.73,,NotSubmitted,,-452.73,6/8/2021
1A401030000AC48000018144,Lab Area,"Tozmoz, Agent Orange, Live Resin, Headsauce",Extracts,111.24,,NotSubmitted,,-111.24,6/8/2021
1A401030000AC48000018203,Safe/Connex,"RXO, Hindu Kush - Full Spectrum Cannabis Oil",Concentrate,416.8,,TestPassed,,-416.8,6/10/2021
1A401030000AC48000018278,Safe/Connex,"Elysium Fields, Mahayana Kush, Full Spectrum Cannabis Oil",Extracts,1024.6,,TestPassed,,-1024.6,6/15/2021
1A401030000AC48000018279,Safe/Connex,"Elysium Fields, Blue Magoo, full Spectrum Cannabis Oil",Extracts,554,,TestPassed,,-554,6/15/2021
1A401030000AC48000018350,Lab Area,"Tozmoz, Lemon Sour Diesel, Head Sauce",Concentrate,759.8,,NotSubmitted,,-759.8,6/21/2021
1A401030000AC48000018386,Packaging Area,"Private Stash, Watermelon, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),42,,TestPassed,,-42,6/23/2021
1A401030000AC48000018389,Packaging Area,"Private Stash, Blue Raspberry, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),56,,TestPassed,,-56,6/23/2021
1A401030000AC48000018392,Packaging Area,"Private Stash, Blueberry, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),23,,TestPassed,,-23,6/23/2021
1A401030000AC48000018397,Safe/Connex,"RXO, White Slurricookies, FSCO",Concentrate,491.5,,TestPassed,,-491.5,6/24/2021
1A401030000AC48000018401,Packaging Area,"Private Stash, Pineapple, Flavored Distillate, 1g Vape Cartridge",Inhalable Cannabinoid Product with Non-Cannabis Additives (each; with ingredients),47,,TestPassed,,-47,6/24/2021
