Tag,Item,Category,Audit Count,Current Metrc Value,Difference,Packaged Date
1A401030000AC48000022801,"Tozmoz, Green Dragon, Cannabis Derived Terpenes",Concentrate,297.8,297.8,0,12/2/2021
1A401030000AC48000022802,"Tozmoz, Frosted Hog, Cannabis Derived Terpenes",Concentrate,92.8,92.8,0,12/2/2021
1A401030000AC48000022803,"Tozmoz, Huckleberry Diesel, Cannabis Derived Terpenes",Concentrate,239.4,239.4,0,12/2/2021
1A401030000AC48000022804,"Tozmoz, Sundae Driver, Cannabis Derived Terpenes",Concentrate,111,57.3,-53.7,12/2/2021
1A401030000AC48000022864,"Tozmoz, Van Frost, Cannabis Derived Terpenes",Concentrate,91.9,91.9,0,12/6/2021
1A401030000AC48000022867,"Tozmoz, Mangolicious, Cannabis-Derived Terpenes",Concentrate,44.9,44.9,0,12/6/2021
1A401030000AC48000022916,"Tozmoz, High Potency Distillate Blend, Bulk",Concentrate,1687.99,1022.49,-665.5,12/7/2021
1A401030000AC48000022934,"Elysium Fields, Agent Orange, Live Resin - Sugar",Extracts,831,859,28,12/7/2021
1A401030000AC48000022938,"Elysium Fields, Cookie Meister, Live Resin - Sugar",Extracts,956,970,14,12/7/2021
1A401030000AC48000023020,"Tozmoz, Lemon Sour Diesel, THCA",Extracts,830.25,820,-10.25,12/9/2021
1A401030000AC48000023043,"Private Stash, Tropical, Flavored Distillate",Inhalable Cannabinoid Product with Non-Cannabis Additives (with ingredients),958.2,959,0.8,12/10/2021
1A401030000AC48000023182,"Tozmoz, Alien ET, Canabis-Derived Terpenes",Extracts,40,40,0,12/14/2021
1A401030000AC48000023183,"Tozmoz, Sunset Sherbert, Cannabis Derived Terpenes",Extracts,92.8,92.8,0,12/14/2021
1A401030000AC48000023217,VTA - 171 - Main,Concentrate,3153,3153,0,12/15/2021
1A401030000AC48000023251,"Blue Cookies, Live Resin, Badder",Extracts,425,434,9,12/16/2021
1A401030000AC48000023252,"Sunset Dream, Live Resin, Applesauce",Extracts,2635.6,2598,-37.6,12/16/2021
1A401030000AC48000023253,"Royal LSD, Live Resin, Badder",Extracts,1558,1061,-497,12/16/2021
1A401030000AC48000023254,"Cookie Mobster, Live Resin, Applesauce",Extracts,2616,2115.4,-500.6,12/16/2021
1A401030000AC48000023255,"Mob Queen, Live Resin, Applesauce",Extracts,3018,2520,-498,12/16/2021
1A401030000AC48000023256,"Dream Cookies, Live Resin, Applesauce",Extracts,2326,1827,-499,12/16/2021
1A401030000AC48000023260,"Cookie Meister's Dream, Live Resin, Crystal & Sauce",Extracts,2027,2028,1,12/16/2021
1A401030000AC48000023337,"Tozmoz, Cherry Pie, Cannabis-Derived Terpenes",Extracts,68.8,68.8,0,12/20/2021
1A401030000AC48000023338,"Tozmoz, Cookie Mac, Cannabis-Derived Terpenes",Extracts,70.2,70.2,0,12/20/2021
1A401030000AC48000023339,"Tozmoz, Lemon Sour Diesel, Cannabis-Derived Terpenes",Concentrate,20,20,0,12/20/2021
1A401030000AC48000023342,"Tozmoz, Blue Magoo, Cannabis-Derived Terpenes",Concentrate,132.3,132.3,0,12/20/2021
1A401030000AC48000023396,"Elysium Fields, Green Dragon, Live Resin - Badder",Extracts,250,252,2,12/22/2021
1A401030000AC48000023397,"Elysium Fields, Green Dragon, Live Resin - Badder",Extracts,298,299.8,1.8,12/22/2021
1A401030000AC48000023398,"Elysium Fields, Green Dragon, Live Resin - Badder",Extracts,701,708,7,12/22/2021
1A401030000AC48000023399,"Elysium Fields, Huckleberry Diesel, Live Resin - Sugar",Extracts,567,572,5,12/22/2021
1A401030000AC48000023400,"Elysium Fields, Huckleberry Diesel, Live Resin - Sugar",Extracts,693,699,6,12/22/2021
1A401030000AC48000023401,"Elysium Fields, Green Dragon, Live Resin - Applesauce",Extracts,861,867,6,12/22/2021
1A401030000AC48000023402,"Elysium Fields, Huckleberry Diesel, Live Resin - Applesauce",Extracts,783,787,4,12/22/2021
1A401030000AC48000023404,"Elysium Fields, Green Dragon, Live Resin - Sugar",Extracts,936,967,31,12/22/2021
1A401030000AC48000023405,"Elysium Fields, Green Dragon, Live Resin - Sugar",Extracts,600,603,3,12/22/2021
1A401030000AC48000023406,"Elysium Fields, Sundae Driver, Live Resin - Applesauce",Extracts,1100,1104,4,12/22/2021
1A401030000AC48000023407,"Elysium Fields, Sundae Driver, Live Resin - Applesauce",Extracts,1599,1602,3,12/22/2021
1A401030000AC48000023408,"Elysium Fields, Sundae Driver, Live Resin - Applesauce",Extracts,1065,1068,3,12/22/2021
1A401030000AC48000023409,"Elysium Fields, Sundae Driver, Live Resin - Applesauce",Extracts,1091,1093,2,12/22/2021
1A401030000AC48000023410,"Elysium Fields, Huckleberry Diesel, Live Resin - Diamonds & Sauce",Extracts,314,317,3,12/22/2021
1A401030000AC48000023411,"Elysium Fields, Huckleberry Diesel, Live Resin - Diamonds & Sauce",Extracts,793,799,6,12/22/2021
1A401030000AC48000023463,VTA - 172 - Main,Concentrate,3698,3698,0,12/23/2021
1A401030000AC48000023503,"Tozmoz, Dream Queen, Cannabis-Derived Terpenes",Extracts,68.3,68.3,0,12/27/2021
1A401030000AC48000023504,"Tozmoz, Grape Mac, Cannabis-Derived Terpenes",Extracts,51.6,51.6,0,12/27/2021
1A401030000AC48000023506,"Tozmoz, Oregon Lemons, Cannabis-Derived Terpenes",Extracts,29.6,29.6,0,12/27/2021
1A401030000AC48000023509,"Tozmoz, Cascade Kush, Cannabis-Derived Terpenes",Extracts,59.4,59.4,0,12/27/2021
1A401030000AC48000023510,"Tozmoz, Alienade, Cannabis-Derived Terpenes",Extracts,34.1,32.7,-1.4,12/27/2021
1A401030000AC48000023511,"Tozmoz, Widow Bomb, Cannabis-Derived Terpenes",Extracts,148.2,148.2,0,12/27/2021
1A401030000AC48000023512,"Tozmoz, Critical Cookies, Cannabis-Derived Terpenes",Extracts,33.5,33.5,0,12/27/2021
1A401030000AC48000023513,"Tozmoz, Oregon Grapes, Cannabis-Derived Terpenes",Extracts,18.8,18.8,0,12/27/2021
1A401030000AC48000023534,"Private Stash, Blue Raspberry, Flavored Distillate",Inhalable Cannabinoid Product with Non-Cannabis Additives (with ingredients),970.9,129,-841.9,12/28/2021
1A401030000AC48000023569,"Tozmoz, Mac 1, Cannabis-Derived Terpenes",Extracts,68.7,67.99,-0.71,12/30/2021
1A401030000AC48000023629,"Elysium Fields, Oregon Mac, Infused Pre-Roll",Infused Pre-Roll,1278,1272,-6,1/3/2022
